artist,album,title,duration,playcount,rating,rating_interpretation
"Amon Tobin","Bricolage","Easy Muffin","4:32","19","4",""
"Fozzy","Fozzy","Eat The Rich","4:06","16","4",""
"Keiichi Okabe","Tekken 3 PlayStation OST","Eddy Gordo","3:01","25","4",""
"Stevie Nicks","School Of Rock OST","Edge Of Seventeen","5:29","38","5","thumbs-up"
"The Beatles","Beatles for Sale","Eight Days a Week","2:45","12","4",""
"White Zombie","ECW - Extreme Music","El Phantasmo and the Chicken-Run Blast-O-Rama [Wine, Women & Song Mix]","3:59","18","4",""
"Weezer","Pinkerton","El Scorcho","4:04","17","4",""
"Katy Perry","One of the Boys","Electric Feel (live acoustic)","3:28","11","4",""
"Paramore","All We Know Is Falling","Emergency","4:01","13","4",""
"The Corre","WWE","End Of Days","3:54","24","4",""
"Clint Mansell","Mass Effect 3 OST","An End Once and for All (Piano).mp3","2:01","6","4",""
"Anamanaguchi","Endless Fantasy (Advance)","Endless Fantasy","6:00","11","5","thumbs-up"
"Sevendust","Seasons","Enemy","3:04","13","4",""
"Fozzy","All That Remains","Enemy","4:29","11","5","thumbs-up"
"Fozzy","Unreleased Rarities & Demos Vol. 1","Enemy [Rough Mix w/ Duke's Vocals]","4:02","10","5","thumbs-up"
"Rammstein","Mutter","Engel","4:24","36","5","thumbs-up"
"Metallica","Metallica","Enter Sandman","5:34","39","5","thumbs-up"
"Linkin Park vs System Of A Down","R.A.T.","Enth E B.Y.OB. (R.A.T. Mashup)","3:44","4","4",""
"The Four Horsemen","wCw","Entrance","2:20","18","4",""
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection","Epic","4:55","18","5","thumbs-up"
"R鰕ksopp","Melody A.M.","Eple","3:37","19","4",""
"Strange Talk","TheBurningEar.com","Eskimo-Boy-Draper-Remix.mp3","4:35","20","4",""
"Katy Perry","Remix","E.T. [feat. Downstait]","3:27","30","4",""
"Pearl Jam","Ten","Even Flow","4:54","37","5","thumbs-up"
"Foo Fighters","The Colour and the Shape","Everlong","4:10","15","4",""
"SmackDown!","WWE","Everybody On The Ground","1:05","17","4",""
"Kaiser Chiefs","Employment","Everyday I Love You Less And Less","3:38","7","4",""
"Nathan Fillion","Dr. Horrible's Sing-Along Blog OST","Everyone's a Hero","2:46","11","4",""
"Reel Big Fish","Turn The Radio Off","Everything Sucks","2:41","13","4",""
"Neil Patrick Harris","Dr. Horrible's Sing-Along Blog OST","Everything You Ever","3:36","11","4",""
"Polaris","Music From The Adventures of Pete & Pete","Everywhere","3:37","12","4",""
"The National","Portal 2 OST","Exile Vilify","4:45","57","5","thumbs-up"
"Tenacious D","Live at Brixton Academy","Explosivo","4:03","6","4",""
"Tenacious D","Tenacious D","Explosivo","1:56","5","4",""
"N.W.A","Straight Outta Compton","Express Yourself","4:22","15","4",""
"Left With Tomorrow/Adrian Neville","WWE","Faceless","4:12","11","4",""
"Mindless Self Indulgence","Frankenstein Girls Will Seem Strangely Sexy","Faggot","2:44","9","4",""
"Alphabeat","This is Alphabeat","Fascination","3:02","9","4",""
"Paramore","Paramore","Fast In My Car","3:43","36","4",""
"Modestep","Feel Good","Feel Good","4:14","51","4",""
"Gorillaz","Demon Days","Feel Good Inc.","3:43","6","4",""
"Rob Zombie","Past, Present & Future","Feel So Numb","3:54","10","4",""
"Fozzy","Fozzy","Feel The Burn","4:24","13","4",""
"Muse","Origin of Symmetry","Feeling Good","3:20","31","5","thumbs-up"
"Foreigner","iTunes Live: London Festival '10 [EP]","Feels Like the First Time (Live)","4:49","16","4",""
"Nancy Elizabeth","Wrought Iron","Feet of Courage","2:52","9","4",""
"The White Stripes","White Blood Cells","Fell in Love With a Girl","1:51","37","5","thumbs-up"
"Jeremy Robson","ocremix.org","FF VII Philharmonic Suite: Part I","5:27","16","4",""
"Kevin Owens","WWE","Fight","3:49","7","4",""
"Beastie Boys","Licensed to Ill","Fight for Your Right","3:28","20","5","thumbs-up"
"Emilie Autumn","Fight Like A Girl","Fight Like A Girl","5:24","28","4",""
"Emilie Autumn","Fight Like A Girl [Single]","Fight Like A Girl","5:26","27","4",""
"Marilyn Manson","Lest We Forget","The Fight Song","2:58","13","4",""
"Europe","The Final Countdown","The Final Countdown","5:11","22","5","thumbs-up"
"Alter Bridge","One Day Remains","Find The Real","4:44","21","4",""
"DJ Stroke","DJ Stroke Presents: Rap vs Rock","Firefly Mansion","3:43","5","4",""
"blink-182","Take off Your Pants and Jacket","First Date","2:52","2","4",""
"DJ Stroke","DJ Stroke Presents: Rap vs Rock","Fix Up And Testify","2:38","33","4",""
"Dizzee Rascal","Boy In Da Corner","Fix Up, Look Sharp","3:45","15","5","thumbs-up"
"Dizzee Rascal","Tongue 'n' Cheek [Dirtee Deluxe Edition]","Fix Up Look Sharp [Recorded Live at the BBC Electric Proms 2009]","5:48","7","4",""
"Harvey Danger","Where Have All the Merrymakers Gone?","Flagpole Sitta","3:38","12","4",""
"Tenacious D","Live at Brixton Academy","Flash","1:46","16","4",""
"cKy","Infiltrate•Destroy•Rebuild","Flesh into Gear","3:07","33","5","thumbs-up"
"Daniel Bryan","WWE","Flight Of The Valkyries","1:54","47","4",""
"Tegan & Sara","The Con","Floorplan","3:38","11","4",""
"Bloc Party","Intimacy","Flux","3:37","38","5","thumbs-up"
"Paramore","Riot!","For A Pessimist, I'm Pretty Optimistic","3:49","37","4",""
"Sonic Boom Six","Sonic Boom Six","For the Kids of the Multiculture","3:36","9","4",""
"The Distillers","Coral Fang","For Tonight You're Only Here to Know","3:19","34","4",""
"Sonic Boom Six","The Ruff Guide To Genre Terrorism","For Unlawful Carnal Knowledge","3:59","12","4",""
"Metallica","Ride The Lightning","For Whom The Bell Tolls","5:12","80","5","thumbs-up"
"Dr. Dre","2001","Forgot About Dre","3:43","16","4",""
"DJ Schmolli","Remix","Forgot About Sexy Greyhound Beat","5:38","4","4",""
"Red Hot Chili Peppers","Greatest Hits (Red Hot Chili Peppers)","Fortune Faded","3:22","13","4",""
"The Four Horsemen","wCw - The Music of WCW","Four Horsemen","2:41","4","4",""
"Childish Gambino","EP","Freaks and Geeks","3:40","50","5","thumbs-up"
"Lynyrd Skynyrd","Gold And Platinum: The Very Best Of Lynyrd Skynyrd","Free Bird","9:11","25","5","thumbs-up"
"Bomfunk MC's","In Stereo","Freestyler","5:07","23","5","thumbs-up"
"Fozzy","Happenstance","Freewheel Burning","4:48","16","4",""
"Will Smith","Will Smith: Greatest Hits","The Fresh Prince Of Bel Air","2:55","15","4",""
"DJ Jazzy Jeff & The Fresh Prince","Will Smith: Greatest Hits","The Fresh Prince Of Bel Air","2:56","15","4",""
"Tenacious D","Tenacious D","Friendship","2:00","11","4",""
"Tenacious D","Live at Brixton Academy","Friendship","2:11","12","4",""
"Tinie Tempah","Disc-Overy","Frisky (feat. Labrinth)","4:56","12","4",""
"Linkin Park","Meteora","From The Inside","2:56","12","4",""
"The Avalanches","Since I Left You","Frontier Psychiatrist","4:49","18","4",""
"Tenacious D","Tenacious D","Fuck Her Gently","2:04","15","5","thumbs-up"
"Tenacious D","Live at Brixton Academy","Fuck Her Gently","2:48","10","4",""
"Peaches","The Teaches Of Peaches","Fuck The Pain Away","4:10","22","5","thumbs-up"
"Oasis","Standing On The Shoulder Of Giants","Fuckin' In The Bushes","3:21","16","5","thumbs-up"
"Band Of Horses","Everything All The Time","The Funeral","5:49","16","4",""
"Paramore","Paramore","Future","7:51","7","4",""
"Chemical Brothers (feat. Q-Tip)","Push The Button","Galvanize","6:34","8","4",""
"Motörhead/Triple H","WWE - The Music Vol.5","The Game","3:32","52","5","thumbs-up"
"Disturbed","The Sickness","The Game","3:47","8","4",""
"Super Audio Time!","Super Audio Time!","Game of Thrones Main Theme (Super Audio Time 1986 remix)","1:38","14","4",""
"WhiteNoise Lab/Ramin Djawadi","Game Of Thrones Seaon 1 OST","Game of Thrones Metal Theme","1:40","31","4",""
"PSY","GANGNAM STYLE (강남스타일)","GANGNAM STYLE (강남스타일)","3:40","12","4",""
"Eddie Guerrero","WWE","Gangsta Lane","2:42","15","4",""
"Transplants","Haunted Cities","Gangsters And Thugs","3:55","11","4",""
"Electric Six","Fire","Gay Bar","2:21","38","5","thumbs-up"
"Spinnerette","Spinnerette","Geeking","4:13","22","4",""
"Justice","†","Genesis","3:55","5","4",""
"Emilie Autumn","Girls Just Wanna Have Fun/Bohemian Rhapsody [EP Double Feature]","Gentlemen Aren't Nice","2:43","23","4",""
"Hot Hot Heat","Make Up The Breakdown","Get In Or Get Out","2:50","18","4",""
"Daft Punk","Random Access Memories","Get Lucky","6:10","5","5","thumbs-up"
"Age Against The Machine/Jack Swagger","WWE - The Music Vol.9 - Voices","Get on Your Knees","3:11","17","4",""
"Burial","Untrue","Ghost Hardware","4:58","25","5","thumbs-up"
"Tiger Army","Punk O Rama Vol. 10","Ghostfire","4:03","27","4",""
"Deadmau5","For Lack Of A Better Name","Ghosts N Stuff (feat. Rob Swire)","3:15","18","4",""
"Deadmau5 vs. Duran Duran","Remix","Ghosts N Stuff/Girls On Film (Celebrity Murder Party Reconstruction)","5:43","15","4",""
"ZZ Top","100 Hits: Rock (Disc 3)","Gimme All Your Lovin'","4:00","11","4",""
"Bowling For Soup","Drunk Enough to Dance","Girl All the Bad Guys Want","3:18","26","5","thumbs-up"
"Bowling For Soup","100 Hits: Indie [Disc 2]","Girl All The Bad Guys Want","3:18","14","4",""
"The Dresden Dolls","The Dresden Dolls","Girl Anachronism","3:00","19","4",""
"Pendulum","Hold Your Colour","Girl In The Fire","4:56","17","5","thumbs-up"
"The Get Up Kids","AV Undercover: Season 2","Girls & Boys","3:58","4","4",""
"Mötley Crüe","Ready To Rumble OST","Girls, Girls, Girls","4:29","17","5","thumbs-up"
"A.F.I.","Sing the Sorrow","Girl's Not Grey","3:11","41","5","thumbs-up"
"Red Hot Chili Peppers","Blood, Sugar, Sex, Magik","Give It away","4:45","16","4",""
"Red Hot Chili Peppers","Greatest Hits (Red Hot Chili Peppers)","Give It Away","4:44","13","4",""
"Guided By Voices","","Glad Girls","3:50","9","4",""
"Guided By Voices","How I Met Your Mother Season 4 OST","Glad Girls","3:50","9","4",""
"Disturbed/Stone Cold Steve Austin","WWE - Forceable Entry","Glass Shatters","3:54","29","5","thumbs-up"
"KISS","Symphony: Alive IV","God Of Thunder","4:27","12","4",""
"KISS","Destroyer","God Of Thunder","4:15","10","4",""
"Johnny Cash","American V: A Hundred Highways","God's Gonna Cut You Down","2:39","13","4",""
"Metric","Fantasies","Gold Guns Girls","4:05","9","4",""
"Yeah Yeah Yeahs","Show Your Bones","Gold Lion","3:08","25","5","thumbs-up"
"Trademarc/Kurt Angle","TNA","Gold Metal [Lunatic Fringe Mix feat. Red Rider]","3:48","37","4",""
"Dj CUTMAN","Underbelly Beats & Remixes","GoldenEye Epic Trap Remix","3:37","15","4",""
"Tina Turner","Bond... James Bond","Goldeneye (from Goldeneye)","3:29","20","4",""
"Widdler","Remix","Goldeneye Watch Widdler Refix","3:18","3","4",""
"Violent Femmes","Permanent Record: The Very Best of Violent Femmes","Gone Daddy Gone/I Just Want to Make Love to You","3:07","17","4",""
"Tyler Breeze","WWE","Good Dirty Fun","3:04","16","4",""
"Violent Femmes","How I Met Your Mother Season 1 OST","Good Feeling","3:53","20","4",""
"Flo Rida","Wild Ones","Good Feeling","4:08","26","4",""
"Violent Femmes","","Good Feeling","3:53","20","4",""
"Dr Dre/Flo Rida","Remix","Good Feeling You Forgot About Dre","4:10","11","4",""
"Leroy","Scrubs OST Vol. 1","Good Time","3:31","16","4",""
"Q Lazzarus & Garvey","Clerks II OST","Goodbye, Horses","6:29","30","4",""
"Kele","The Hunter","Goodbye Horses","4:13","20","4",""
"Dj CUTMAN","Underbelly Beats & Remixes","Goodbye Horses Chiptune Remix","6:08","7","4",""
"Megadeth","Duke Nukem 3D","Grabbag","3:55","12","4",""
"London Philharmonic Orchestra and Andrew Skeet","The Greatest Video Game Music","Grand Theft Auto IV: Soviet Connection","3:08","17","4",""
"Pendulum","In Silico","Granite","4:42","17","4",""
"A Perfect Circle","Thirteenth Step","Gravity","5:09","12","4",""
"Dj CUTMAN","Gravity Falls","Gravity Falls - Dj CUTMAN's Tourist Trap Remix","2:40","17","4",""
"Weezer","Weezer [Red Album]","The Greatest Man That Ever Lived (Variations on a Shaker Hymn)","5:53","12","4",""
"NOISIA","DJ Hero OST","Groundhog (Beat Juggle)","4:18","24","5","thumbs-up"
"Paramore","Paramore","Grow Up","3:51","20","4",""
"The Darkness","Permission to Land","Growing on Me","3:31","18","4",""
"Goldie Lookin' Chain","Greatest Hits","Guns Don't Kill People Rappers Do","3:37","11","4",""
"Trivium","Ascendancy","A Gunshot to the Head of Trepidation","5:56","18","4",""
"Masakazu Sugimori","Gyakuten Saiban Orchestra Album ~GYAKUTEN MEETS ORCHESTRA~","Gyakuten Saiban Court Suite","5:47","13","4",""
"Breaking Benjamin","Phobia","Had Enough","3:47","12","4",""
"Orbital","Untitled II","Halcyon and On and On","9:28","8","4",""
"John Cale","Fragments of a Rainy Season","Hallelujah","4:06","9","4",""
"Tyler Bates & Tree Adams","Californication OST","Hank's Theme","3:18","10","4",""
"Fozzy","Happenstance","Happenstance","5:01","9","4",""
"Weezer","Weezer","Hash Pipe","3:07","17","5","thumbs-up"
"Paramore","Paramore","Hate To See Your Heart Break","5:09","18","4",""
"Bon Jovi","Have A Nice Day","Have A Nice Day","3:50","12","4",""
"FC Kahuna","Ministry Of Sound - Chilled (1991-2008) [Disc 2]","Hayling","3:47","13","4",""
"Yeah Yeah Yeahs","It's Blitz!","Heads Will Roll","3:42","7","5","thumbs-up"
"Trapt","Trapt","Headstrong","4:46","10","4",""
"Innerpartysystem","Innerpartysystem","Heart Of Fire","4:09","17","4",""
"Ellie Goulding","Remix","Heartbeats (Cosmonaut Grechko edit)","4:29","17","4",""
"Florence + The Machine","Ceremonials","Heartlines","5:02","4","4",""
"Florence + The Machine","Ceremonials","Heartlines (Acoustic)","5:33","5","4",""
"Genki Rockets","Genki Rockets I -Heavenly Star-","Heavenly Star","3:58","18","4",""
"Chase & Status/Dizzee Rascal","Tongue 'n' Cheek [Dirtee Deluxe Edition]","Heavy","3:36","5","4",""
"My Chemical Romance","Three Cheers For Sweet Revenge","Helena","3:23","27","4",""
"Bloc Party","Silent Alarm","Helicopter","3:41","47","4",""
"Metric","Fantasies","Help I'm Alive","4:47","62","4",""
"The Beatles","The Beatles [The White Album]","Helter Skelter","4:29","19","5","thumbs-up"
"Shane McMahon","WWE - The Anthology (Disc 3)","Here Comes the Money","2:51","16","4",""
"Brock Lesnar","WWE","Here Comes The Pain [WWE Intro]","2:37","24","4",""
"OK Go","Oh No","Here It Goes Again","3:00","25","5","thumbs-up"
"Downstait/Dolph Ziggler","WWE","Here To Show The World","3:45","65","5","thumbs-up"
"The Solids","How I Met Your Mother Season 1 OST","Hey Beautiful","3:41","24","4",""
"Body Count","Born Dead","Hey Joe","4:29","23","5","thumbs-up"
"Fountains of Wayne","Welcome Interstate Managers","Hey Julie","2:37","25","5","thumbs-up"
"Polaris","Music From The Adventures of Pete & Pete","Hey Sandy","2:36","17","4",""
"Red Hot Chili Peppers","Mother's milk","Higher ground","3:21","11","4",""
"Jimi Hendrix","Are You Experienced?","Highway Chile","3:34","18","4",""
"Buckethead","Colma","Hills of Eternity","5:07","11","5","thumbs-up"
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection","Hippie Jam Song","4:59","10","4",""
"Tenacious D","The Pick Of Destiny","History","1:43","8","4",""
"Deep Purple","Platinum Collection","Hold On","5:06","1","4",""
"Rusko","O.M.G.!","Hold On (Feat. Amber Coffman)","4:35","7","4",""
"Pendulum","Hold Your Colour","Hold Your Colour","5:32","8","4",""
"Bonnie Tyler","Bonnie Tyler: Greatest Hits","Holding Out For A Hero","5:51","21","5","thumbs-up"
"Dio","Holy Diver","Holy Diver","5:51","6","4",""
"Tegan & Sara","The Con","Hop A Plane","1:52","14","4",""
"Sun Araw","Hotline Miami","Horse Steppin","10:12","10","4",""
"Jasper Byrne","Hotline Miami","Hotline","3:13","8","4",""
"lobsterdust","lobsterdust.com","HotMaus (Van Halen vs. Deadmau5)","4:05","14","4",""
"The Animals","The Best of The Animals","House of the Rising Sun","4:30","23","5","thumbs-up"
"Bring Me The Horizon","Sempiternal","The House Of Wolves","3:26","22","4",""
"The Fray","How To Save A Life","How To Save A Life","4:23","12","4",""
"Beware of Darkness","Saints Row IV - Gen-X 89","Howl","4:31","6","4",""
"Harry Slash & The Slashtones","ECW - Extreme Music","Huka Blues","2:51","16","4",""
"Johnny Cash","Ring Of Fire: The Legend of Johnny Cash","Hurt","3:39","21","5","thumbs-up"
"Johnny Cash","American IV: The Man Comes Around","Hurt","3:39","16","5","thumbs-up"
"Nine Inch Nails","The Downward Spiral","Hurt","6:13","8","4",""
"Rick Ross","Remix","Hustlin' [Prince of Ballard Remix]","4:31","14","4",""
"Dimmu Borgir","Puritanical Euphoric Misanthropia","Hybrid Stigmata - The Apostasy","6:58","12","4",""
"Chase & Status feat. Tempa T","No More Idols","Hypest Hype","3:29","11","4",""
"The White Stripes","Elephant","Hypnotize","1:49","10","4",""
"Muse","Absolution","Hysteria","3:48","18","5","thumbs-up"
"Claudia Brucken","L.A. Noire OST","(I Always Kill) The Things I Love (feat. the Real Tuesday Weld)","2:56","25","4",""
"Cage 9/Dolph Ziggler","WWE - The Music Vol.10 - A New Day","I Am Perfection","3:19","14","4",""
"Downstait/Dolph Ziggler","WWE","I Am Perfection","3:39","16","4",""
"Simian Mobile Disco","Ministry Of Sound - Chilled (1991-2008) [Disc 3]","I Believe","2:43","30","4",""
"The Darkness","Permission to Land","I Believe in a Thing Called Love","3:37","18","5","thumbs-up"
"Big E Langston","WWE","I Can't Keep Still","2:51","6","4",""
"Eddie Guerrero","WWE","I Don't Care (Can You Feel The Heat?)","3:17","16","4",""
"Ozzy Osbourne","Black Rain","I Don't Wanna Stop","4:00","11","4",""
"The Ink Spots","Fallout 3 OST","I Don't Want To Set The World On Fire","3:07","16","4",""
"Peaches","I Feel Cream","I Feel Cream","4:32","29","5","thumbs-up"
"Andrew W.K.","I Get Wet","I Get Wet","3:24","17","4",""
"SHINING WIZADO","I Hate You Heath Slater","I Hate You Heath Slater","3:58","24","5","thumbs-up"
"The White Stripes","Elephant","I Just Don't Know What to Do With Myself","2:47","18","4",""
"The Lonely Island","Turtleneck & Chain","I Just Had Sex (feat. Akon)","2:47","50","5","thumbs-up"
"Emilie Autumn","Opheliac","I Know Where You Sleep","3:14","12","4",""
"Dr. Dre","I Need a Doctor [Single]","I Need a Doctor (feat. Eminem & Skylar Grey)","4:44","16","4",""
"Big E Langston","WWE","I Need Five","1:44","3","4",""
"Kaiser Chiefs","Employment","I Predict A Riot","3:54","14","4",""
"Deadmau5 & Kaskade","I Remember","I Remember [Caspa Remix]","5:36","11","4",""
"Deadmau5","Random Album Title","I Remember (w/ Kaskade)","9:09","24","5","thumbs-up"
"Saliva/Batista","WWE","I Walk Alone [WWE Edit]","2:48","19","4",""
"Twisted Sister","Stay Hungry","I Wanna Rock","3:04","9","4",""
"SmackDown!","WWE","I Want It All","1:57","22","4",""
"Queen","The Platinum Collection (2011 Remaster)","I Want To Break Free (2011 Remaster)","4:19","10","4",""
"Foreigner","Definitive Collection","I Want to Know What Love Is","5:01","23","5","thumbs-up"
